accuracy	p
0.0	
0.20212765957446804	
0.11702127659574472	
0.18085106382978722	
0.1702127659574468	
0.11702127659574472	
0.13829787234042556	
0.18085106382978722	
0.1595744680851064	
0.18085106382978722	
0.12765957446808515	
0.2234042553191489	
0.20212765957446804	
0.24468085106382986	*
0.24468085106382986	
0.2234042553191489	*
0.1595744680851064	
0.1702127659574468	
0.24468085106382986	
0.24468085106382986	
0.20212765957446804	
