top	enrichment	err	sample	rank
2250.0	0.13221428571428565	0.009032062488688914	fly	C-score
2260.0	0.13211734693877547	0.009023566884277471	fly	C-score
2270.0	0.13197959183673466	0.009016172338704373	fly	C-score
2280.0	0.1318622448979591	0.009008071385957814	fly	C-score
2290.0	0.13178571428571423	0.009001978095311424	fly	C-score
2300.0	0.13165306122448972	0.00899582205509713	fly	C-score
2310.0	0.13155102040816322	0.008990629009664866	fly	C-score
2320.0	0.13139285714285717	0.008984384892663996	fly	C-score
2330.0	0.1313061224489796	0.008967479521902869	fly	C-score
2340.0	0.1311683673469387	0.008957369592268413	fly	C-score
2350.0	0.13108673469387744	0.00894867557198714	fly	C-score
2360.0	0.13098469387755093	0.008936119818864443	fly	C-score
2370.0	0.13088265306122449	0.008928866370250005	fly	C-score
2380.0	0.1307704081632653	0.008920121522966696	fly	C-score
2390.0	0.13064795918367347	0.008905214444413211	fly	C-score
2400.0	0.13058673469387747	0.008891428273500842	fly	C-score
2410.0	0.13042857142857142	0.008887093399684442	fly	C-score
2420.0	0.1303367346938775	0.008880881834231882	fly	C-score
2430.0	0.13021938775510203	0.008871625826298435	fly	C-score
2440.0	0.1301020408163265	0.008859919154836427	fly	C-score
2450.0	0.12997448979591833	0.008850243786607852	fly	C-score
2460.0	0.12986224489795914	0.008842379993595136	fly	C-score
2470.0	0.12977040816326527	0.008833542154212535	fly	C-score
2480.0	0.12969897959183666	0.008829007125283846	fly	C-score
2490.0	0.12952040816326524	0.008816566215465867	fly	C-score
2500.0	0.12945408163265298	0.008810723490338335	fly	C-score
2510.0	0.12929081632653058	0.0088001272876679	fly	C-score
2520.0	0.12917857142857145	0.008788649782085456	fly	C-score
2530.0	0.12909183673469388	0.008779296245584467	fly	C-score
2540.0	0.12899489795918362	0.008773749252875166	fly	C-score
2550.0	0.12896428571428567	0.00876031014016983	fly	C-score
2560.0	0.12882653061224483	0.008751251838448494	fly	C-score
2570.0	0.1287142857142857	0.00874372018053527	fly	C-score
2580.0	0.12860714285714284	0.008735853856120749	fly	C-score
2590.0	0.12851530612244894	0.008728558170528878	fly	C-score
2600.0	0.12839285714285711	0.00872003765912492	fly	C-score
2610.0	0.12829591836734683	0.008710485024676579	fly	C-score
