Type	TF	Entropy	Cell	Tool
SPP_short	E2F8	0.3754379888951396	K562	HOMER
SPP_short	MAFG	0.6064437159271459	K562	HOMER
SPP_short	SP1	0.447646367077658	K562	HOMER
SPP_short	ZHX1	0.4014667498375907	K562	HOMER
SPP_short	CTCF	0.4117974377159968	K562	HOMER
SPP_short	TCF7	0.4559500353382076	K562	HOMER
SPP_short	NR4A1	0.4721567413275453	K562	HOMER
SPP_short	MEF2A	0.4769856790450516	K562	HOMER
SPP_short	NR2C2	0.3761450117384051	K562	HOMER
SPP_short	VEZF1	0.4801306585793619	K562	HOMER
SPP_short	NRF1	0.6095583924446837	K562	HOMER
SPP_short	RELA	0.488091420606773	K562	HOMER
SPP_short	ZNF143	0.5790905217131345	K562	HOMER
SPP_short	YBX1	0.6736511438996837	K562	HOMER
SPP_short	ELK1	0.4013754793800097	K562	HOMER
SPP_short	HMBOX1	0.6749392913221511	K562	HOMER
SPP_short	SMAD5	0.4593838117858664	K562	HOMER
SPP_short	LEF1	0.6324526012242719	K562	HOMER
SPP_short	FOXA1	0.3831526490701841	K562	HOMER
SPP_short	SPI1	0.4423526871235383	K562	HOMER
SPP_short	ATF4	0.6340481291890363	K562	HOMER
SPP_short	NR2F1	0.4396880239003157	K562	HOMER
SPP_short	NFE2	0.6362915780445638	K562	HOMER
SPP_short	JUND	0.3629844962423583	K562	HOMER
SPP_short	NFE2L1	0.3520831790282905	K562	HOMER
SPP_short	CREB3L1	0.29919680971044355	K562	HOMER
SPP_short	E2F1	0.4098179363073319	K562	HOMER
SPP_short	NFATC3	0.4031521198372	K562	HOMER
SPP_short	ZNF263	0.7723818053022329	K562	HOMER
SPP_short	ZBTB33	0.38913532854438737	K562	HOMER
SPP_short	ETS1	0.4424420999500344	K562	HOMER
SPP_short	ZNF274	0.4242820760775195	K562	HOMER
SPP_short	GABPA	0.3845712387600767	K562	HOMER
SPP_short	ATF7	0.5072167884423673	K562	HOMER
SPP_short	MAX	0.31038195801991464	K562	HOMER
SPP_short	FOSL1	0.4509597665512887	K562	HOMER
MOBI	BHLHE40	0.3576705734806101	K562	HOMER
MOBI	CEBPG	0.601829839312283	K562	HOMER
MOBI	DNMT1	0.5175920881130613	K562	HOMER
MOBI	CUX1	0.7499446862423145	K562	HOMER
MOBI	ELF4	0.4101374712111969	K562	HOMER
MOBI	NFIC	0.39904897341674217	K562	HOMER
MOBI	ETS2	0.5871775790964187	K562	HOMER
MOBI	MNT	0.4480804480381637	K562	HOMER
MOBI	ZBED1	0.5271186187003825	K562	HOMER
MOBI	RFX5	0.4640155024204881	K562	HOMER
MOBI	E2F7	0.6067501934383869	K562	HOMER
MOBI	GATA1	0.5657434239129634	K562	HOMER
MOBI	NEUROD1	0.5776900919810464	K562	HOMER
MOBI	MYBL2	0.5828309848741208	K562	HOMER
MOBI	KLF16	0.5765288688844825	K562	HOMER
MOBI	ZNF384	0.6206756418519793	K562	HOMER
MOBI	ATF3	0.5459413557353371	K562	HOMER
MOBI	TCF12	0.5564523189615509	K562	HOMER
MOBI	MGA	0.6526245337451198	K562	HOMER
MOBI	SREBF1	0.43871491783568783	K562	HOMER
MOBI	POU5F1	0.5849095695559543	K562	HOMER
MOBI	MAFF	0.6269911250058454	K562	HOMER
MOBI	CEBPB	0.4273687048270553	K562	HOMER
MOBI	MEF2D	0.57380612749779	K562	HOMER
MOBI	TEAD4	0.4315750213107613	K562	HOMER
MOBI	PKNOX1	0.5385145223531119	K562	HOMER
MOBI	HINFP	0.6244540832426038	K562	HOMER
MOBI	ZNF282	0.4444606321504592	K562	HOMER
MOBI	ETV1	0.4024522599543753	K562	HOMER
MOBI	MAFK	0.3761664413704807	K562	HOMER
MOBI	TEAD2	0.6825232620024657	K562	HOMER
MOBI	MEIS2	0.5369492526110278	K562	HOMER
MOBI	ZZZ3	0.6066464270081685	K562	HOMER
MOBI	JUNB	0.3482066887379253	K562	HOMER
MOBI	ATF2	0.3622687278553648	K562	HOMER
MOBI	YY1	0.45432031193769606	K562	HOMER
MOBI	IRF9	0.3721765338888495	K562	HOMER
MOBI	NR2F6	0.4182142942307349	K562	HOMER
MOBI	USF1	0.4221286784172517	K562	HOMER
MOBI	FOXJ2	0.5892815271359235	K562	HOMER
MOBI	ETV6	0.6947711989579604	K562	HOMER
MOBI	HES1	0.4751333553932706	K562	HOMER
MOBI	KLF1	0.4874878212403772	K562	HOMER
MOBI	USF2	0.30354604221591164	K562	HOMER
MOBI	FOS	0.4166040289797673	K562	HOMER
MOBI	RFX1	0.5837750262750394	K562	HOMER
MOBI	THRA	0.6075116179234763	K562	HOMER
MOBI	EGR1	0.4804110725231284	K562	HOMER
MOBI	NR3C1	0.6974644894818598	K562	HOMER
MOBI	GMEB1	0.3911946521693564	K562	HOMER
MOBI	CREM	0.5389126096642705	K562	HOMER
MOBI	ZBTB2	0.411889538340419	K562	HOMER
MOBI	NR2C1	0.5589248626702455	K562	HOMER
MOBI	ESRRA	0.576343476178191	K562	HOMER
MOBI	ELF1	0.3614445198014639	K562	HOMER
MOBI	ZBTB7A	0.3073020434890678	K562	HOMER
MOBI	ZNF740	0.4797704645188053	K562	HOMER
MOBI	IRF2	0.5133927356778071	K562	HOMER
MOBI	KLF13	0.4664761490177812	K562	HOMER
MOBI	JUN	0.4637656623675007	K562	HOMER
MOBI	GATA2	0.6121776314179013	K562	HOMER
MOBI	ZSCAN29	0.4550318103311158	K562	HOMER
MOBI	CREB3	0.150166287343177	K562	HOMER
MOBI	E2F8	0.4617367199643908	K562	HOMER
MOBI	MAFG	0.4614878023431436	K562	HOMER
MOBI	SP1	0.3298644284224457	K562	HOMER
MOBI	ZHX1	0.5198984351236696	K562	HOMER
MOBI	CTCF	0.476576370956734	K562	HOMER
MOBI	TCF7	0.4997216043304522	K562	HOMER
MOBI	NR4A1	0.5476956937171352	K562	HOMER
MOBI	MEF2A	0.4030839977352511	K562	HOMER
MOBI	NR2C2	0.5431286083006496	K562	HOMER
MOBI	VEZF1	0.395300281250097	K562	HOMER
MOBI	NRF1	0.39583117124646605	K562	HOMER
MOBI	RELA	0.5802459535361375	K562	HOMER
MOBI	ZNF143	0.5708081196130271	K562	HOMER
MOBI	YBX1	0.3967011521471953	K562	HOMER
MOBI	ELK1	0.5431828387273104	K562	HOMER
MOBI	HMBOX1	0.508620179774715	K562	HOMER
MOBI	SMAD5	0.5180201242028891	K562	HOMER
MOBI	LEF1	0.5572162585506497	K562	HOMER
MOBI	FOXA1	0.3428592015532337	K562	HOMER
MOBI	SPI1	0.4534544449524119	K562	HOMER
MOBI	ATF4	0.5969013422387479	K562	HOMER
MOBI	NR2F1	0.3590119868650245	K562	HOMER
MOBI	NFE2	0.4437738704100813	K562	HOMER
MOBI	JUND	0.37705417073720016	K562	HOMER
MOBI	NFE2L1	0.36200178294376	K562	HOMER
MOBI	CREB3L1	0.2606732891264942	K562	HOMER
MOBI	E2F1	0.2890854894175761	K562	HOMER
MOBI	NFATC3	0.5953091809350003	K562	HOMER
MOBI	ZNF263	0.4054308751023379	K562	HOMER
MOBI	ZBTB33	0.5050679072206591	K562	HOMER
MOBI	ETS1	0.4532778673224339	K562	HOMER
MOBI	ZNF274	0.5684543732132472	K562	HOMER
MOBI	GABPA	0.5561903857782816	K562	HOMER
MOBI	ATF7	0.3396148335951847	K562	HOMER
MOBI	MAX	0.4641327637561508	K562	HOMER
MOBI	FOSL1	0.6192404248998511	K562	HOMER
Known	BHLHE40	0.3888604117340185	GM12878	MEME
Known	CUX1	0.7381067934161288	GM12878	MEME
Known	NFIC	0.6860878653469209	GM12878	MEME
Known	ZBED1	0.4078041094771603	GM12878	MEME
Known	RFX5	0.7471681693264035	GM12878	MEME
Known	HSF1	0.6680591033345115	GM12878	MEME
Known	PAX5	0.8377756750664023	GM12878	MEME
Known	ZNF384	1.0429994128657947	GM12878	MEME
Known	TCF12	0.5065989802744855	GM12878	MEME
Known	E2F4	0.30788023554119537	GM12878	MEME
Known	CEBPB	0.5615440931904848	GM12878	MEME
Known	PKNOX1	0.40404403468397987	GM12878	MEME
Known	MAFK	0.7948376633539137	GM12878	MEME
Known	ZZZ3	0.6513485795411905	GM12878	MEME
Known	NFATC1	0.5053381110274249	GM12878	MEME
Known	JUNB	0.427361578479295	GM12878	MEME
Known	ATF2	0.7951186699268233	GM12878	MEME
Known	BCL11A	0.9669805470569494	GM12878	MEME
Known	YY1	0.685599101875041	GM12878	MEME
Known	USF1	0.5192672783132063	GM12878	MEME
Known	ETV6	0.48590189596729444	GM12878	MEME
Known	USF2	0.5055920040662022	GM12878	MEME
Known	RUNX3	0.5482386121999335	GM12878	MEME
Known	FOS	0.576110489377475	GM12878	MEME
Known	PAX8	0.8039687641599502	GM12878	MEME
Known	CREM	0.8334106663271773	GM12878	MEME
Known	TBX21	0.531315575286784	GM12878	MEME
Known	NR2C1	0.6767757225043407	GM12878	MEME
Known	IRF4	0.5899786197142755	GM12878	MEME
Known	ESRRA	0.5885537335007198	GM12878	MEME
Known	ELF1	0.6172655840053193	GM12878	MEME
Known	BATF	0.9152506089453422	GM12878	MEME
Known	MEF2C	0.5051575072537883	GM12878	MEME
Known	KLF5	0.7802052079049507	GM12878	MEME
Known	ZSCAN29	0.7346699343073594	GM12878	MEME
Known	E2F8	0.5231380932608726	GM12878	MEME
Known	SP1	0.5973011398632182	GM12878	MEME
Known	CTCF	0.550863075059682	GM12878	MEME
Known	TCF7	0.5720761012311023	GM12878	MEME
Known	EBF1	0.5927819751869218	GM12878	MEME
Known	MEF2A	0.3962045093544457	GM12878	MEME
Known	NR2C2	0.6452125791225868	GM12878	MEME
Known	NRF1	0.34876493061581537	GM12878	MEME
Known	MEF2B	0.5741785995018818	GM12878	MEME
Known	RELA	0.3634287896371637	GM12878	MEME
Known	ZNF143	0.43062896672047657	GM12878	MEME
Known	YBX1	0.6846547623511667	GM12878	MEME
Known	ELK1	0.5592411657490453	GM12878	MEME
Known	SMAD5	0.41932880164334463	GM12878	MEME
Known	SPI1	0.3187454386099167	GM12878	MEME
Known	NR2F1	0.5769556768133302	GM12878	MEME
Known	IRF3	0.632231661406723	GM12878	MEME
Known	IRF5	0.6227328717346866	GM12878	MEME
Known	JUND	0.7065443828186899	GM12878	MEME
Known	NFATC3	0.6372302455708546	GM12878	MEME
Known	ZBTB33	0.43268671256270863	GM12878	MEME
Known	ETS1	0.5745894554001869	GM12878	MEME
Known	GABPA	0.5907117982478979	GM12878	MEME
Known	ATF7	0.5766537411391243	GM12878	MEME
Known	MAX	0.653633437789628	GM12878	MEME
Known	RXRA	0.37879029075966625	GM12878	MEME
Known	SRF	0.4685826941511461	GM12878	MEME
Known_core	BHLHE40	0.21720645000927882	GM12878	MEME
Known_core	CUX1	0.7532646292275736	GM12878	MEME
Known_core	NFIC	0.8473807721861051	GM12878	MEME
Known_core	ZBED1	0.2613367328298024	GM12878	MEME
Known_core	RFX5	0.7004068004181786	GM12878	MEME
Known_core	HSF1	0.7355085587684554	GM12878	MEME
Known_core	PAX5	0.7761730964136841	GM12878	MEME
Known_core	ZNF384	1.3776020740772563	GM12878	MEME
Known_core	TCF12	0.5065989802744855	GM12878	MEME
Known_core	E2F4	0.16745914315137053	GM12878	MEME
Known_core	CEBPB	0.34931383202820016	GM12878	MEME
Known_core	PKNOX1	0.4210009153727869	GM12878	MEME
Known_core	MAFK	0.7165213008741614	GM12878	MEME
Known_core	ZZZ3	0.40097072375057324	GM12878	MEME
Known_core	NFATC1	0.5258430336116728	GM12878	MEME
Known_core	JUNB	0.20522014591409665	GM12878	MEME
Known_core	ATF2	0.6018994179541266	GM12878	MEME
Known_core	BCL11A	0.9156925392490143	GM12878	MEME
Known_core	YY1	0.5895568249063883	GM12878	MEME
Known_core	USF1	0.336256813498462	GM12878	MEME
Known_core	ETV6	0.3178184585632741	GM12878	MEME
Known_core	USF2	0.2948434163005204	GM12878	MEME
Known_core	RUNX3	0.44022232981288417	GM12878	MEME
Known_core	FOS	0.4054203093974886	GM12878	MEME
Known_core	PAX8	0.6809014321640308	GM12878	MEME
Known_core	CREM	0.6109067794825085	GM12878	MEME
Known_core	TBX21	0.5650563696975491	GM12878	MEME
Known_core	NR2C1	0.5699608170599255	GM12878	MEME
Known_core	IRF4	0.40691723438892274	GM12878	MEME
Known_core	ESRRA	0.582087974144751	GM12878	MEME
Known_core	ELF1	0.4107049911459496	GM12878	MEME
Known_core	BATF	0.812820867131901	GM12878	MEME
Known_core	MEF2C	0.553729830704821	GM12878	MEME
Known_core	KLF5	0.6513230215213124	GM12878	MEME
Known_core	ZSCAN29	0.5845369868083505	GM12878	MEME
Known_core	E2F8	0.33942202946780803	GM12878	MEME
Known_core	SP1	0.3612818448752677	GM12878	MEME
Known_core	CTCF	0.4148346645680485	GM12878	MEME
Known_core	TCF7	0.4734993438971652	GM12878	MEME
Known_core	EBF1	0.368084844615151	GM12878	MEME
Known_core	MEF2A	0.20518005487009505	GM12878	MEME
Known_core	NR2C2	0.6143661078698973	GM12878	MEME
Known_core	NRF1	0.12975668472344865	GM12878	MEME
Known_core	MEF2B	0.6122354102545889	GM12878	MEME
Known_core	RELA	0.33755797954540556	GM12878	MEME
Known_core	ZNF143	0.2594935283494889	GM12878	MEME
Known_core	YBX1	0.621072958592518	GM12878	MEME
Known_core	ELK1	0.3569099348332364	GM12878	MEME
Known_core	SMAD5	0.2682983529646917	GM12878	MEME
Known_core	SPI1	0.2033328760392773	GM12878	MEME
Known_core	NR2F1	0.44510785607470965	GM12878	MEME
Known_core	IRF3	0.5560345735988845	GM12878	MEME
Known_core	IRF5	0.48446612169149256	GM12878	MEME
Known_core	JUND	0.5532897910884427	GM12878	MEME
Known_core	NFATC3	0.6607742602710732	GM12878	MEME
Known_core	ZBTB33	0.3513910233029206	GM12878	MEME
Known_core	ETS1	0.5224362083918396	GM12878	MEME
Known_core	GABPA	0.3818811848784793	GM12878	MEME
Known_core	ATF7	0.25659432145261607	GM12878	MEME
Known_core	MAX	0.6838341097471171	GM12878	MEME
Known_core	RXRA	0.24605047541125472	GM12878	MEME
Known_core	SRF	0.4026734708681517	GM12878	MEME
SPP	BHLHE40	0.30651264838181513	GM12878	MEME
SPP	CUX1	0.40769556396629053	GM12878	MEME
SPP	NFIC	0.3701614725063278	GM12878	MEME
SPP	ZBED1	0.20308819010894247	GM12878	MEME
SPP	RFX5	0.31023877298792607	GM12878	MEME
SPP	HSF1	0.3016060230239693	GM12878	MEME
SPP	PAX5	0.3144832595664764	GM12878	MEME
SPP	ZNF384	0.2424132726194136	GM12878	MEME
SPP	TCF12	0.2897214684944979	GM12878	MEME
SPP	E2F4	0.3508743030524123	GM12878	MEME
SPP	CEBPB	0.29590197085705017	GM12878	MEME
SPP	PKNOX1	0.3603482261330121	GM12878	MEME
SPP	MAFK	0.3143505488951983	GM12878	MEME
SPP	ZZZ3	0.1663848123191184	GM12878	MEME
SPP	NFATC1	0.32663475911385553	GM12878	MEME
SPP	JUNB	0.2669041236915889	GM12878	MEME
SPP	ATF2	0.3064308736224769	GM12878	MEME
SPP	BCL11A	0.3930316481292207	GM12878	MEME
SPP	YY1	0.2504371445478973	GM12878	MEME
SPP	USF1	0.28545465544706283	GM12878	MEME
SPP	ETV6	0.3411945800233793	GM12878	MEME
SPP	USF2	0.34405806419847085	GM12878	MEME
SPP	RUNX3	0.3682368149793309	GM12878	MEME
SPP	FOS	0.3581048872423844	GM12878	MEME
SPP	PAX8	0.280327015084252	GM12878	MEME
SPP	CREM	0.2978209655590093	GM12878	MEME
SPP	TBX21	0.40080963160491134	GM12878	MEME
SPP	NR2C1	0.27016089208164423	GM12878	MEME
SPP	IRF4	0.3008563376926191	GM12878	MEME
SPP	ESRRA	0.3020413846143414	GM12878	MEME
SPP	ELF1	0.2743054569171578	GM12878	MEME
SPP	BATF	0.247659614936086	GM12878	MEME
SPP	MEF2C	0.37725539848500544	GM12878	MEME
SPP	KLF5	0.3571470101028715	GM12878	MEME
SPP	ZSCAN29	0.18090931089116175	GM12878	MEME
SPP	E2F8	0.3700913694913043	GM12878	MEME
SPP	SP1	0.3158765560229241	GM12878	MEME
SPP	CTCF	0.3592368659351265	GM12878	MEME
SPP	TCF7	0.28403909912036585	GM12878	MEME
SPP	EBF1	0.3484224066217687	GM12878	MEME
SPP	MEF2A	0.3471207935002885	GM12878	MEME
SPP	NR2C2	0.2937376353534471	GM12878	MEME
SPP	NRF1	0.22849020708018256	GM12878	MEME
SPP	MEF2B	0.3917913265992293	GM12878	MEME
SPP	RELA	0.3705933558113224	GM12878	MEME
SPP	ZNF143	0.41743324921271824	GM12878	MEME
SPP	YBX1	0.31932282508563475	GM12878	MEME
SPP	ELK1	0.3471206890840814	GM12878	MEME
SPP	SMAD5	0.33333177107065914	GM12878	MEME
SPP	SPI1	0.33854903093590305	GM12878	MEME
SPP	NR2F1	0.34048263246701505	GM12878	MEME
SPP	IRF3	0.3645720818143657	GM12878	MEME
SPP	IRF5	0.26156294401377017	GM12878	MEME
SPP	JUND	0.24109652315544955	GM12878	MEME
SPP	NFATC3	0.20074886053373087	GM12878	MEME
SPP	ZBTB33	0.2386254592392319	GM12878	MEME
SPP	ETS1	0.3447181320915467	GM12878	MEME
SPP	GABPA	0.33388553235755203	GM12878	MEME
SPP	ATF7	0.28091075368120755	GM12878	MEME
SPP	MAX	0.28008413781609603	GM12878	MEME
SPP	RXRA	0.3130729624297037	GM12878	MEME
SPP	SRF	0.2925538675918418	GM12878	MEME
SPP_short	BHLHE40	0.1879445334283813	GM12878	MEME
SPP_short	CUX1	0.3689247948316935	GM12878	MEME
SPP_short	NFIC	0.3161924470847115	GM12878	MEME
SPP_short	ZBED1	0.16219347913806806	GM12878	MEME
SPP_short	RFX5	0.3558703406871324	GM12878	MEME
SPP_short	HSF1	0.32370587029383924	GM12878	MEME
SPP_short	PAX5	0.34086308064134696	GM12878	MEME
SPP_short	ZNF384	0.206472948163284	GM12878	MEME
SPP_short	TCF12	0.3021452190036625	GM12878	MEME
SPP_short	E2F4	0.34241064469761345	GM12878	MEME
SPP_short	CEBPB	0.13337862918336366	GM12878	MEME
SPP_short	PKNOX1	0.41667527392617176	GM12878	MEME
SPP_short	MAFK	0.2782372450675812	GM12878	MEME
SPP_short	ZZZ3	0.2180183747758784	GM12878	MEME
SPP_short	NFATC1	0.3203948578636103	GM12878	MEME
SPP_short	JUNB	0.21517475668664124	GM12878	MEME
SPP_short	ATF2	0.2676488212352647	GM12878	MEME
SPP_short	BCL11A	0.3666608903751241	GM12878	MEME
SPP_short	YY1	0.2534983827400185	GM12878	MEME
SPP_short	USF1	0.2384714177666836	GM12878	MEME
SPP_short	ETV6	0.30319538098440113	GM12878	MEME
SPP_short	USF2	0.2272065691396405	GM12878	MEME
SPP_short	RUNX3	0.2280260976341318	GM12878	MEME
SPP_short	FOS	0.2555422205589332	GM12878	MEME
SPP_short	PAX8	0.3212995825471594	GM12878	MEME
SPP_short	CREM	0.32530717876562193	GM12878	MEME
SPP_short	TBX21	0.3891493675571426	GM12878	MEME
SPP_short	NR2C1	0.2796482719395009	GM12878	MEME
SPP_short	IRF4	0.3659995057575682	GM12878	MEME
SPP_short	ESRRA	0.20255610869170887	GM12878	MEME
SPP_short	ELF1	0.29156816608792896	GM12878	MEME
SPP_short	BATF	0.2606846838548933	GM12878	MEME
SPP_short	MEF2C	0.2859531239899427	GM12878	MEME
SPP_short	KLF5	0.20866714183115448	GM12878	MEME
SPP_short	ZSCAN29	0.24823548436999415	GM12878	MEME
SPP_short	E2F8	0.2734794191844534	GM12878	MEME
SPP_short	SP1	0.2272996977880967	GM12878	MEME
SPP_short	CTCF	0.35734412388045417	GM12878	MEME
SPP_short	TCF7	0.2799080182493749	GM12878	MEME
SPP_short	EBF1	0.20506193173902595	GM12878	MEME
SPP_short	MEF2A	0.40857950637476204	GM12878	MEME
SPP_short	NR2C2	0.2849646610397338	GM12878	MEME
SPP_short	NRF1	0.2066926155420711	GM12878	MEME
SPP_short	MEF2B	0.2202458092360728	GM12878	MEME
SPP_short	RELA	0.3742839059868705	GM12878	MEME
SPP_short	ZNF143	0.28532396584360586	GM12878	MEME
SPP_short	YBX1	0.35042907841120224	GM12878	MEME
SPP_short	ELK1	0.29372853829446577	GM12878	MEME
SPP_short	SMAD5	0.2408620949619384	GM12878	MEME
SPP_short	SPI1	0.29190883365984593	GM12878	MEME
SPP_short	NR2F1	0.239042296444755	GM12878	MEME
SPP_short	IRF3	0.2339696081160012	GM12878	MEME
SPP_short	IRF5	0.10166060301554314	GM12878	MEME
SPP_short	JUND	0.2727489070232049	GM12878	MEME
SPP_short	NFATC3	0.07289232990866197	GM12878	MEME
SPP_short	ZBTB33	0.1965897051606284	GM12878	MEME
SPP_short	ETS1	0.3282648911004595	GM12878	MEME
SPP_short	GABPA	0.21435214426542584	GM12878	MEME
SPP_short	ATF7	0.08576346411895079	GM12878	MEME
SPP_short	MAX	0.1623598003958928	GM12878	MEME
SPP_short	RXRA	0.3028467442299301	GM12878	MEME
SPP_short	SRF	0.2288620641795373	GM12878	MEME
MOBI	BHLHE40	0.2387055549788696	GM12878	MEME
MOBI	CUX1	0.34505378578076684	GM12878	MEME
MOBI	NFIC	0.3210504659941757	GM12878	MEME
MOBI	ZBED1	0.12522988669964985	GM12878	MEME
MOBI	RFX5	0.37864346059333903	GM12878	MEME
MOBI	HSF1	0.3379599120062736	GM12878	MEME
MOBI	PAX5	0.3800323863970595	GM12878	MEME
MOBI	ZNF384	0.2797965872547454	GM12878	MEME
MOBI	TCF12	0.2397441462682885	GM12878	MEME
MOBI	E2F4	0.2610534250436104	GM12878	MEME
MOBI	CEBPB	0.17592333767689575	GM12878	MEME
MOBI	PKNOX1	0.21811447818949325	GM12878	MEME
MOBI	MAFK	0.30574741308493475	GM12878	MEME
MOBI	ZZZ3	0.17620451082577193	GM12878	MEME
MOBI	NFATC1	0.3330930412939447	GM12878	MEME
MOBI	JUNB	0.17712440586670422	GM12878	MEME
MOBI	ATF2	0.21131958669200207	GM12878	MEME
MOBI	BCL11A	0.4068760642610509	GM12878	MEME
MOBI	YY1	0.16629429490495953	GM12878	MEME
MOBI	USF1	0.22160378476369616	GM12878	MEME
MOBI	ETV6	0.17219826556048082	GM12878	MEME
MOBI	USF2	0.21887538660601816	GM12878	MEME
MOBI	RUNX3	0.3263339949675562	GM12878	MEME
MOBI	FOS	0.2806886262876729	GM12878	MEME
MOBI	PAX8	0.30796332928357784	GM12878	MEME
MOBI	CREM	0.2251144846199474	GM12878	MEME
MOBI	TBX21	0.3903351870113564	GM12878	MEME
MOBI	NR2C1	0.3082591556080177	GM12878	MEME
MOBI	IRF4	0.23615159498759014	GM12878	MEME
MOBI	ESRRA	0.17788927882885175	GM12878	MEME
MOBI	ELF1	0.2682720442674855	GM12878	MEME
MOBI	BATF	0.3378360459777538	GM12878	MEME
MOBI	MEF2C	0.3241892890270971	GM12878	MEME
MOBI	KLF5	0.18219849336802288	GM12878	MEME
MOBI	ZSCAN29	0.25520898419682875	GM12878	MEME
MOBI	E2F8	0.2743321327510979	GM12878	MEME
MOBI	SP1	0.2208061536948301	GM12878	MEME
MOBI	CTCF	0.375084947536022	GM12878	MEME
MOBI	TCF7	0.28233102242621977	GM12878	MEME
MOBI	EBF1	0.15904199392820215	GM12878	MEME
MOBI	MEF2A	0.3477184506690986	GM12878	MEME
MOBI	NR2C2	0.3078977985913109	GM12878	MEME
MOBI	NRF1	0.27023078812721396	GM12878	MEME
MOBI	MEF2B	0.1482214482999588	GM12878	MEME
MOBI	RELA	0.3313986731929182	GM12878	MEME
MOBI	ZNF143	0.2898808245161743	GM12878	MEME
MOBI	YBX1	0.4541166360246288	GM12878	MEME
MOBI	ELK1	0.3399996031457305	GM12878	MEME
MOBI	SMAD5	0.12489276066497725	GM12878	MEME
MOBI	SPI1	0.2749939783058041	GM12878	MEME
MOBI	NR2F1	0.2464811442313058	GM12878	MEME
MOBI	IRF3	0.2394320091592665	GM12878	MEME
MOBI	IRF5	0.321042064061536	GM12878	MEME
MOBI	JUND	0.2013888818721224	GM12878	MEME
MOBI	NFATC3	0.2015913843085345	GM12878	MEME
MOBI	ZBTB33	0.3362554800079945	GM12878	MEME
MOBI	ETS1	0.3530166696472275	GM12878	MEME
MOBI	GABPA	0.2488289725015513	GM12878	MEME
MOBI	ATF7	0.13607235368156825	GM12878	MEME
MOBI	MAX	0.2088989297488185	GM12878	MEME
MOBI	RXRA	0.3078806086940456	GM12878	MEME
MOBI	SRF	0.3393130948697051	GM12878	MEME
Known	BHLHE40	0.3888604117340185	K562	MEME
Known	CEBPG	0.6648537601093886	K562	MEME
Known	DNMT1	1.0790481228375666	K562	MEME
Known	CUX1	0.7381067934161288	K562	MEME
Known	ELF4	0.5710139391962425	K562	MEME
Known	NFIC	0.6860878653469209	K562	MEME
Known	ETS2	0.4524296578753818	K562	MEME
Known	MNT	0.6123180389633174	K562	MEME
Known	ZBED1	0.4078041094771603	K562	MEME
Known	RFX5	0.7471681693264035	K562	MEME
Known	E2F7	0.220026024708503	K562	MEME
Known	GATA1	0.7124656341272236	K562	MEME
Known	NEUROD1	0.6396752524658157	K562	MEME
Known	MYBL2	0.6657108426528635	K562	MEME
Known	KLF16	0.6582232590228028	K562	MEME
Known	ZNF384	1.0429994128657947	K562	MEME
Known	ATF3	0.4549080567530049	K562	MEME
Known	TCF12	0.5065989802744855	K562	MEME
Known	MGA	0.5234741221569784	K562	MEME
Known	SREBF1	0.6821795782786434	K562	MEME
Known	POU5F1	0.5276802970940022	K562	MEME
Known	MAFF	0.6618599625387682	K562	MEME
Known	CEBPB	0.5615440931904848	K562	MEME
Known	MEF2D	0.5153636887850669	K562	MEME
Known	TEAD4	0.7356875422709568	K562	MEME
Known	PKNOX1	0.40404403468397987	K562	MEME
Known	HINFP	0.44506698372180703	K562	MEME
Known	ZNF282	0.6566885952590167	K562	MEME
Known	ETV1	0.7455949958032116	K562	MEME
Known	MAFK	0.7948376633539137	K562	MEME
Known	TEAD2	0.4977931325368903	K562	MEME
Known	MEIS2	0.45684708972932087	K562	MEME
Known	ZZZ3	0.6513485795411905	K562	MEME
Known	JUNB	0.427361578479295	K562	MEME
Known	ATF2	0.7951186699268233	K562	MEME
Known	YY1	0.685599101875041	K562	MEME
Known	IRF9	0.47450807839261017	K562	MEME
Known	NR2F6	0.5575383900055264	K562	MEME
Known	USF1	0.5192672783132063	K562	MEME
Known	FOXJ2	0.4912568260847315	K562	MEME
Known	ETV6	0.48590189596729444	K562	MEME
Known	HES1	0.8608490266395381	K562	MEME
Known	KLF1	0.6614823719749591	K562	MEME
Known	USF2	0.5055920040662022	K562	MEME
Known	FOS	0.576110489377475	K562	MEME
Known	RFX1	0.5609740866439503	K562	MEME
Known	THRA	0.49073678845372626	K562	MEME
Known	EGR1	0.7036320157977769	K562	MEME
Known	NR3C1	0.6157959216981014	K562	MEME
Known	GMEB1	0.8434223154382369	K562	MEME
Known	CREM	0.8334106663271773	K562	MEME
Known	ZBTB2	0.5762232632459668	K562	MEME
Known	NR2C1	0.6767757225043407	K562	MEME
Known	ESRRA	0.5885537335007198	K562	MEME
Known	ELF1	0.6172655840053193	K562	MEME
Known	ZBTB7A	0.5286169622645309	K562	MEME
Known	ZNF740	0.5105270647757917	K562	MEME
Known	IRF2	0.6767891009566792	K562	MEME
Known	KLF13	0.6256623773657395	K562	MEME
Known	JUN	0.540192764598209	K562	MEME
Known	GATA2	0.739587595881924	K562	MEME
Known	ZSCAN29	0.7346699343073594	K562	MEME
Known	CREB3	0.6134915853079816	K562	MEME
Known	E2F8	0.5231380932608726	K562	MEME
Known	MAFG	0.7307181465965291	K562	MEME
Known	SP1	0.5973011398632182	K562	MEME
Known	ZHX1	1.2748723814029281	K562	MEME
